Donor_ID,Family_ID,Relationship_Type
875008,41810,Head
352083,33526,Child
822931,10220,Head
401669,38528,Spouse
524524,32246,Child
225690,10009,Child
941900,30621,Spouse
209074,29619,Head
973339,15287,Head
816476,15513,Head
466207,13857,Head
443529,42773,Head
906334,25420,Spouse
546315,30488,Head
970678,42617,Spouse
843547,27999,Child
478173,28840,Child
216431,26381,Spouse
751468,23477,Head
323987,34599,Spouse
677877,24099,Spouse
287091,38537,Head
210208,40941,Spouse
730876,38200,Head
141210,19945,Spouse
125385,19964,Spouse
266832,12882,Spouse
713049,20316,Child
489426,22186,Head
794277,36555,Spouse
823687,20837,Head
516443,34902,Spouse
431867,21138,Head
229936,27885,Head
479294,17021,Parent
635426,29254,Spouse
152688,20636,Head
635242,19038,Spouse
285700,31223,Head
130900,13823,Head
168921,29324,Head
391406,25144,Spouse
970280,25805,Child
839711,29632,Spouse
729528,21268,Head
407668,17533,Head
408141,16910,Head
499263,32316,Head
327693,17935,Head
692758,29321,Child
512194,20884,Child
354087,26927,Spouse
158920,28189,Child
490768,32248,Parent
142788,19491,Head
588211,17018,Spouse
812892,43229,Child
843694,25699,Spouse
383368,22995,Child
710425,25956,Child
367845,33083,Child
346466,11226,Head
210093,28427,Spouse
486379,18357,Spouse
909206,38092,Parent
601492,14963,Spouse
948488,20865,Head
731153,27059,Head
885362,11667,Head
123706,22734,Child
914811,20408,Head
826627,19248,Head
329634,29958,Spouse
406801,38105,Head
248792,21737,Spouse
630010,42486,Spouse
550778,10415,Child
950607,27404,Head
172111,11222,Child
160468,21183,Child
896519,36447,Spouse
415237,34673,Spouse
772864,12125,Spouse
555120,43262,Spouse
380494,24146,Spouse
876326,19172,Spouse
545741,17894,Child
833395,41276,Head
119218,29116,Child
181496,43225,Head
211645,25848,Head
775328,34347,Child
563550,39684,Head
109367,36808,Parent
322656,36203,Child
140018,24595,Spouse
723821,31827,Child
152312,31809,Head
246300,13041,Spouse
408490,13231,Head
358330,14763,Child
829874,26666,Child
743460,35391,Head
195917,20526,Child
539734,26685,Child
916412,18063,Head
906407,39260,Child
276907,17338,Child
331175,25481,Head
912771,33671,Head
324814,22930,Head
240802,24054,Spouse
193898,16485,Spouse
352887,16121,Head
631443,26583,Spouse
186180,12678,Spouse
556796,29150,Spouse
642574,28775,Child
941491,27490,Spouse
248642,36472,Child
525922,17647,Spouse
635555,26287,Head
724634,42208,Spouse
845308,24421,Spouse
863826,19245,Spouse
132423,26670,Child
612681,20985,Child
581668,16105,Head
220307,13885,Head
224270,21750,Head
740953,23915,Child
470152,24399,Spouse
755939,11568,Child
882654,17558,Spouse
371396,30396,Head
673831,19332,Child
317210,24007,Spouse
872470,29877,Head
341073,34450,Spouse
127204,10984,Head
512507,18022,Spouse
518963,41610,Parent
400308,37531,Spouse
257037,18206,Child
984515,37838,Spouse
716915,21878,Child
785498,24914,Head
601847,42374,Head
687260,34726,Spouse
471223,23921,Spouse
455286,24650,Spouse
472145,43112,Spouse
600480,27485,Child
431694,26019,Spouse
487367,38749,Head
473468,28131,Head
667330,27247,Head
321818,27910,Parent
183898,24659,Head
545692,17427,Spouse
696390,16573,Child
346706,30188,Head
268380,15158,Head
885881,10719,Spouse
776278,29246,Spouse
117971,12889,Child
841896,29252,Head
261398,34202,Head
224799,15902,Head
729909,22025,Head
921530,32363,Spouse
729324,40829,Spouse
190412,38523,Head
946036,42129,Head
470603,40159,Head
237425,11660,Head
244539,29863,Spouse
429060,25351,Head
182554,30285,Child
590124,23611,Spouse
620206,32554,Head
552183,24567,Spouse
297152,10111,Head
391247,13258,Head
132718,38016,Spouse
653479,28556,Spouse
422226,25024,Child
552196,40679,Child
797898,34042,Head
502573,17774,Spouse
193073,13827,Head
239300,13990,Spouse
286087,11109,Child
866957,11886,Head
582655,33306,Spouse
540382,35703,Parent
746122,20477,Head
244907,39262,Spouse
236798,40772,Spouse
202195,41912,Spouse
164370,19732,Child
861978,19808,Child
826592,26158,Spouse
516628,30481,Head
827801,37704,Child
892191,29560,Child
453611,38151,Spouse
292374,19641,Spouse
853828,25309,Head
615444,21636,Head
920542,21902,Head
781242,10772,Head
447812,28266,Spouse
488585,43295,Child
874420,24935,Child
499689,29383,Child
348066,38931,Head
661172,31376,Child
423922,33446,Child
130586,22906,Spouse
872018,36172,Spouse
740976,40377,Child
560962,31438,Head
730450,42811,Spouse
272199,12132,Spouse
551278,19494,Spouse
651693,15587,Child
616404,31719,Head
920569,10994,Head
769376,32183,Child
378559,19507,Head
249104,15462,Head
525286,23291,Spouse
291350,28413,Spouse
482261,41955,Spouse
776035,18106,Parent
323962,22200,Child
989199,28120,Child
770301,26220,Head
407242,34069,Head
494222,13747,Spouse
858196,17278,Spouse
751271,16412,Spouse
446757,14872,Child
445928,13482,Head
701428,24810,Child
121949,39594,Spouse
717917,43221,Spouse
736571,21855,Spouse
339728,42863,Child
823017,38268,Child
916679,15593,Head
916947,32982,Head
448349,13187,Child
154121,12461,Head
871874,41485,Head
393920,41677,Spouse
435925,42211,Parent
179880,39534,Head
623474,34650,Parent
554561,24062,Child
401498,30040,Spouse
883070,23000,Head
388728,10772,Child
634885,35284,Child
454187,15399,Head
238074,37804,Head
357762,15625,Head
960305,15163,Spouse
700348,36846,Head
260039,22657,Head
699938,29466,Spouse
709640,37967,Head
906070,19697,Head
812505,41876,Spouse
753906,23818,Child
621922,23094,Child
773234,28202,Head
787729,42243,Child
455528,33095,Spouse
616870,36550,Head
487430,34172,Child
936202,21995,Head
485951,34496,Spouse
169644,30863,Child
728578,32998,Child
226879,40296,Child
706977,24716,Child
777437,41393,Head
798375,34052,Spouse
210191,24764,Spouse
923939,41687,Child
823547,26880,Head
222799,42266,Head
642647,35741,Head
816680,16098,Spouse
123788,24406,Spouse
470859,15224,Spouse
683736,26615,Spouse
866505,42714,Spouse
861012,28047,Spouse
906737,29165,Head
621654,41167,Child
668043,23225,Head
447085,24710,Head
252584,31680,Spouse
817575,30909,Spouse
894497,35772,Head
125565,28387,Head
239328,33248,Spouse
369673,10106,Spouse
777063,19194,Head
815213,34186,Spouse
221244,12251,Head
539024,28989,Child
472956,36506,Parent
507676,19726,Spouse
208136,18732,Spouse
892364,29179,Child
372308,16469,Head
390536,29854,Child
545740,20302,Head
726061,34939,Head
408631,24230,Head
556314,14572,Child
950680,35691,Child
241847,13379,Child
477497,12690,Child
862553,41566,Spouse
534215,36893,Head
633860,15653,Head
998445,33422,Spouse
101822,29739,Head
934760,43085,Spouse
337315,20418,Head
723370,21858,Spouse
728945,24834,Head
586030,18186,Head
138559,16842,Spouse
275726,32815,Child
513339,30216,Spouse
798558,11832,Spouse
642392,19797,Child
135850,29326,Spouse
272604,17535,Spouse
616733,27817,Spouse
152559,28234,Head
250133,15507,Head
297982,28941,Head
698521,11924,Head
644606,16956,Child
576249,34033,Spouse
551474,25517,Child
604631,31755,Child
568158,42957,Child
845510,34543,Spouse
149476,32376,Head
120489,34605,Child
429289,22938,Head
949233,26530,Child
848614,25365,Child
606270,17936,Head
566708,42823,Spouse
516480,22046,Head
113081,10997,Head
238322,19026,Spouse
323065,41709,Head
351890,13143,Spouse
976004,13016,Head
910168,18151,Head
164347,15089,Head
353664,10394,Spouse
182337,12500,Spouse
750531,36745,Spouse
408842,40017,Spouse
959021,39930,Head
739549,18334,Spouse
645860,19345,Head
271270,35446,Head
971848,17107,Spouse
311812,16878,Spouse
717632,20614,Child
846846,38906,Head
823736,37146,Child
211702,31107,Spouse
489038,41704,Spouse
280056,20457,Child
708442,13597,Child
567151,27291,Spouse
375751,33741,Spouse
191622,11233,Head
759997,38025,Spouse
543930,35785,Spouse
956490,33349,Head
271394,14846,Child
411437,39908,Head
319305,33044,Spouse
195681,12645,Spouse
338375,27390,Head
334776,11595,Head
665514,39302,Head
657919,13083,Head
448858,12592,Head
360307,28163,Child
984852,27506,Head
971681,14806,Spouse
322183,14173,Parent
475610,17302,Head
548536,11261,Child
623626,29033,Spouse
134973,16599,Child
831397,34732,Child
181400,16866,Child
579749,40012,Spouse
246078,26473,Spouse
588980,39409,Child
763435,37058,Spouse
693183,39612,Head
892218,23043,Spouse
786991,40086,Child
288658,25156,Head
918663,20985,Child
453646,41524,Spouse
772726,33191,Spouse
304411,37735,Spouse
297952,26679,Head
428406,16110,Spouse
695661,16136,Head
979020,25342,Spouse
676437,36178,Child
778913,21599,Head
155904,40320,Head
348833,21587,Head
531323,30279,Head
591107,12303,Spouse
365904,12186,Spouse
559365,22757,Child
788678,37672,Head
566823,29699,Head
855386,19231,Spouse
849943,38351,Spouse
302836,34948,Spouse
378326,26800,Spouse
880381,14693,Spouse
412978,19910,Spouse
179485,32123,Head
393369,21270,Head
496276,36941,Child
761907,18253,Spouse
718918,13874,Child
746538,27153,Child
288712,28406,Spouse
905089,35522,Child
888094,29807,Spouse
985900,17115,Spouse
297808,15367,Child
962682,17352,Spouse
270233,24572,Child
614271,12789,Head
992948,13693,Child
364588,32744,Child
179867,38996,Spouse
464665,23489,Head
249994,11517,Head
901249,25724,Spouse
449016,10989,Spouse
279278,15905,Head
814958,24557,Spouse
140006,13645,Spouse
837418,11502,Head
359887,31281,Child
442802,29919,Spouse
612313,20876,Spouse
792374,40158,Spouse
425446,23957,Head
643696,11131,Spouse
787155,38341,Spouse
588265,25672,Head
157449,29088,Head
636365,40495,Head
804232,41141,Head
504193,31360,Spouse
424950,30671,Head
484266,34753,Child
720447,31286,Spouse
315784,35152,Spouse
256999,34158,Spouse
231627,19269,Head
117368,42723,Spouse
163389,34583,Head
170132,14223,Spouse
980904,10464,Child
240265,26651,Head
106420,28688,Spouse
615712,23177,Spouse
652308,18890,Child
503330,43233,Parent
795374,16625,Child
682866,13006,Child
288561,16231,Head
962571,30225,Head
364291,30939,Head
728647,20056,Child
592572,40391,Head
638339,27518,Child
943734,29683,Head
151394,22108,Child
397828,17834,Child
571987,40155,Child
787613,22949,Child
433542,19420,Spouse
582276,14634,Spouse
344814,22971,Head
687203,40030,Spouse
480479,37137,Spouse
149216,10969,Head
301834,10219,Head
156940,30564,Head
324364,34621,Child
591282,10511,Parent
553341,26680,Child
521507,25375,Child
514378,41632,Head
307666,19482,Child
551035,39168,Spouse
262346,22007,Spouse
118698,40421,Head
387051,15700,Spouse
845505,18570,Head
553387,41945,Spouse
264706,22123,Child
495417,36458,Child
789394,17313,Spouse
971053,31674,Child
186761,20733,Head
967943,15612,Spouse
923829,12344,Head
619910,31559,Spouse
641284,27064,Head
815918,20010,Spouse
192532,36302,Head
201021,41562,Spouse
421805,40237,Head
954658,33967,Child
583294,41690,Child
731206,31013,Spouse
454514,19370,Spouse
912849,42644,Child
749771,25008,Spouse
389317,20355,Spouse
271280,10256,Child
306551,39120,Child
857110,19495,Head
225688,19217,Spouse
609834,33216,Spouse
116214,40381,Spouse
735621,21381,Child
222720,20553,Spouse
135158,42520,Child
534952,43212,Child
881956,11256,Spouse
648317,24525,Child
817920,43013,Spouse
999335,33048,Head
934750,18118,Spouse
923480,20163,Spouse
276622,37377,Spouse
241540,22274,Child
155426,29268,Child
909827,19310,Child
486227,14304,Child
548940,39949,Child
527920,14663,Head
572100,38492,Child
157562,33851,Head
362528,39287,Spouse
903809,34762,Spouse
619538,20519,Head
792981,20309,Spouse
671076,30217,Child
738105,19741,Child
195185,30543,Spouse
358987,35840,Head
112447,39275,Child
435626,23466,Head
305647,39665,Spouse
416738,11555,Spouse
740861,11296,Spouse
268556,18030,Head
354065,13238,Spouse
543282,25016,Spouse
572160,21437,Spouse
512796,34697,Head
186591,15095,Head
247122,18647,Child
617835,19168,Child
810641,13634,Child
918483,21836,Child
398343,31891,Child
999947,15164,Child
112548,32032,Head
689954,27939,Head
617051,31917,Child
226685,39433,Child
433116,24936,Spouse
382875,10748,Head
105770,25860,Spouse
844353,38357,Child
309682,41654,Child
543127,39616,Head
544263,31775,Head
842707,15091,Child
820989,29684,Child
899292,26977,Head
549985,15818,Spouse
117646,16581,Spouse
617480,20953,Child
382385,22372,Child
443291,41324,Head
757524,38577,Child
561285,33591,Head
561951,27709,Child
556852,37046,Head
899488,26762,Spouse
966818,38301,Head
296979,27742,Head
941942,41841,Head
279327,15640,Spouse
325615,17103,Head
812749,42677,Child
886547,19977,Child
675186,37410,Head
685089,28111,Spouse
325544,31927,Head
101021,31246,Spouse
289645,34684,Child
396903,31221,Spouse
370335,15387,Spouse
132889,25488,Spouse
425116,10489,Spouse
837297,17965,Child
573279,11953,Child
206917,28505,Spouse
277870,23833,Child
335310,20342,Spouse
269030,42150,Spouse
438358,17559,Head
365931,17410,Head
845172,30687,Spouse
273006,22226,Head
240212,17143,Spouse
941897,32857,Child
888523,12968,Head
497261,29259,Child
324383,40493,Child
783605,25160,Spouse
352000,10878,Head
601091,19837,Head
782632,39680,Spouse
677217,12793,Spouse
524069,38634,Spouse
478298,14154,Spouse
537567,30252,Head
916322,29610,Head
706396,30694,Spouse
405342,33661,Spouse
687205,17654,Head
435815,26396,Spouse
290859,22177,Child
861500,27826,Head
350401,17459,Head
429062,24258,Child
191632,21925,Spouse
267074,27752,Head
604313,17926,Child
253229,28785,Head
604563,19205,Head
159904,30660,Head
228641,19288,Child
986386,40049,Spouse
717396,42359,Spouse
435823,41258,Head
521430,14688,Spouse
417122,20424,Spouse
309202,41949,Child
359524,37985,Child
205801,34360,Head
291288,24660,Spouse
563709,23620,Child
794856,39610,Spouse
618855,40651,Head
596002,29029,Head
972731,11264,Child
291534,30856,Spouse
431878,18977,Head
407583,19857,Spouse
171521,37931,Spouse
644917,35640,Head
474472,31227,Child
307570,11012,Head
465897,16524,Child
472638,40981,Spouse
166131,12044,Spouse
607518,14844,Spouse
794237,42769,Child
131005,39387,Child
358429,12731,Spouse
156205,18061,Child
684683,26016,Head
552491,26708,Head
187898,28253,Spouse
111294,14862,Spouse
155375,28676,Head
308111,23026,Parent
440822,35461,Head
257788,11533,Child
523306,18439,Child
235816,25486,Spouse
598875,28380,Head
616097,31276,Head
247810,34128,Head
750408,38545,Spouse
243187,13846,Head
919363,30762,Head
555636,35515,Child
373957,19488,Child
670042,27369,Spouse
171142,10603,Spouse
943953,33369,Child
928168,22741,Child
527687,17364,Child
956366,12863,Child
275372,26336,Spouse
765356,38085,Spouse
175984,19834,Child
369260,18978,Child
585044,26058,Spouse
819858,13264,Head
314374,22357,Child
428837,20650,Spouse
188965,18043,Child
906752,14064,Child
991501,18621,Head
265775,21657,Child
692320,25240,Child
912578,40880,Head
154684,13782,Spouse
849884,33973,Head
738594,18771,Child
174841,41749,Head
471938,38565,Child
462666,41075,Spouse
195249,10980,Spouse
868666,34723,Head
705733,28271,Spouse
712809,10505,Head
240537,37996,Spouse
824473,31520,Child
738110,31089,Child
736799,24269,Spouse
230520,40698,Spouse
318331,12814,Head
421386,26734,Spouse
265744,12539,Head
138215,19088,Head
798353,37852,Child
766193,36706,Spouse
622769,11272,Head
891688,13692,Head
211252,24685,Head
927629,32378,Child
872701,34989,Head
936513,21391,Child
424895,31073,Head
808719,31633,Spouse
975172,22469,Spouse
410864,13268,Head
576552,19776,Spouse
330757,36673,Spouse
547474,16684,Spouse
