Donor_ID,Family_ID,Relationship_Type
791197,16886,Spouse
894391,23879,Spouse
952070,28724,Child
229476,10234,Child
147629,21047,Spouse
224416,16995,Head
593395,18764,Head
256559,24405,Spouse
292420,29439,Spouse
703520,36774,Spouse
346576,36146,Child
524356,31240,Child
185765,29702,Head
381385,15852,Head
262772,15684,Spouse
377153,15011,Spouse
632224,26836,Child
867517,39265,Spouse
312592,34840,Spouse
548379,27413,Child
389109,22674,Head
353293,12525,Spouse
397228,30577,Spouse
286669,25856,Head
467280,16847,Head
100158,30492,Head
462926,16940,Child
314747,31167,Child
572637,16871,Head
718897,30135,Child
295266,39397,Head
477289,13783,Head
857157,41162,Head
921827,13819,Head
747267,23482,Head
430034,31957,Spouse
520530,23145,Spouse
992356,20986,Spouse
229060,30382,Spouse
835031,31348,Spouse
490405,36761,Spouse
420057,21675,Spouse
412788,10079,Head
830220,32946,Spouse
841387,19504,Head
486348,38187,Spouse
254143,15992,Spouse
146730,26531,Head
628103,31585,Head
110022,32998,Spouse
420179,34517,Child
716759,35044,Head
726749,34563,Head
568734,30337,Spouse
236161,37582,Head
735233,22280,Spouse
609398,22378,Parent
382140,24335,Child
368347,31193,Spouse
370035,10774,Child
460565,16526,Head
523064,20695,Head
984237,16815,Spouse
677816,30271,Child
560291,19918,Spouse
120178,31481,Child
896453,15719,Child
493671,24826,Spouse
815017,27280,Head
974955,16643,Spouse
502165,36283,Spouse
516565,37106,Head
107125,35311,Spouse
345603,32836,Head
639363,28875,Spouse
507449,25766,Head
643059,37207,Parent
149302,20364,Spouse
195682,24759,Spouse
478802,27513,Child
707776,10860,Head
475581,33315,Spouse
590700,31926,Spouse
329947,24554,Head
991523,29603,Child
971808,38151,Child
420654,20083,Spouse
316989,12525,Head
932267,15029,Child
190026,18251,Spouse
141222,11235,Head
836628,35052,Spouse
211651,24330,Head
767420,31237,Child
685351,16627,Child
903216,11060,Spouse
664518,37730,Spouse
840138,18056,Spouse
169495,36256,Child
821627,15282,Spouse
981826,36476,Child
563191,42687,Head
332859,27726,Head
180667,19438,Spouse
763698,30170,Head
889803,17977,Head
984693,38641,Spouse
998342,29425,Head
341666,34492,Child
627582,24810,Head
705606,19086,Child
750299,15782,Head
223344,34675,Head
859828,16265,Child
695919,39827,Child
788981,35666,Spouse
219455,11080,Head
703794,13658,Child
446891,34468,Spouse
608923,28246,Head
478657,10903,Child
866188,16070,Child
279940,16634,Spouse
860905,17873,Child
319987,30300,Child
742232,26348,Spouse
346328,36146,Parent
490205,21412,Spouse
539452,10890,Head
582088,19619,Spouse
247726,12347,Spouse
962419,22750,Child
635274,26584,Spouse
414263,14000,Child
201075,30978,Spouse
500562,36633,Child
224923,37173,Child
355664,21318,Child
482031,18730,Head
887040,27956,Spouse
323604,29679,Spouse
930867,42381,Spouse
351058,30689,Child
387480,20848,Child
660119,21614,Child
121241,37739,Head
739139,41612,Child
553315,24738,Head
158335,22975,Child
180968,24366,Head
638252,12759,Spouse
138546,16897,Child
147772,40835,Spouse
570829,20365,Spouse
220201,20145,Spouse
763627,36035,Child
539022,27199,Child
560235,37202,Spouse
683003,13677,Head
648901,32216,Head
796370,23423,Spouse
975781,12395,Head
101022,15427,Child
103078,42847,Head
890732,43184,Child
359502,10450,Child
142432,16920,Head
330310,31550,Child
197442,15947,Head
988679,37629,Spouse
142549,14684,Spouse
879852,37275,Head
430547,17089,Child
678927,27351,Spouse
456953,30712,Head
986969,35318,Spouse
662099,24559,Spouse
977513,10191,Child
239253,17766,Spouse
202129,14762,Child
513291,42633,Head
867039,38275,Child
572850,10519,Head
706339,17733,Head
833114,16077,Spouse
625243,30735,Head
843739,37797,Child
205789,26203,Head
447113,32954,Child
455919,22136,Spouse
902201,25465,Child
833274,20440,Child
381440,23986,Child
272593,19398,Child
308171,40093,Head
140103,25925,Spouse
702052,17274,Head
844394,19321,Head
623453,39635,Head
816181,18221,Head
606929,38614,Spouse
981881,18977,Parent
775706,24440,Spouse
983787,36762,Head
978439,24245,Spouse
309171,22283,Head
779403,25919,Head
204081,31600,Child
125868,34922,Spouse
627725,38203,Spouse
383082,22217,Head
952031,21131,Head
538906,10423,Spouse
702134,32347,Spouse
946342,29015,Head
505107,20529,Spouse
904311,10535,Child
323413,15915,Head
513469,18181,Spouse
403793,18252,Spouse
604951,25952,Head
673413,41904,Head
342604,32556,Spouse
702527,28995,Head
644204,12086,Child
665423,16213,Spouse
927003,22002,Child
240001,15463,Child
364237,28012,Child
180010,26143,Head
505803,37274,Head
505528,41254,Spouse
822783,26405,Spouse
382425,21112,Spouse
886119,12067,Spouse
657110,25013,Head
253711,34635,Spouse
949714,12447,Head
541129,34608,Head
667713,14398,Head
907307,39968,Child
513743,22387,Head
614606,25667,Spouse
312026,17185,Child
344249,26140,Spouse
503432,32054,Head
181171,19700,Head
551225,21566,Head
508649,32166,Spouse
844463,25802,Child
388225,32333,Head
753283,31789,Spouse
357176,22270,Spouse
119907,19151,Head
452225,17163,Spouse
219954,41466,Head
197414,29134,Spouse
373739,31190,Spouse
580657,30256,Child
251822,37420,Child
935993,40183,Head
942995,15359,Head
449181,25568,Head
391353,16253,Head
110050,35168,Spouse
638103,41809,Head
865603,11195,Head
621396,18420,Head
737486,10662,Spouse
489024,28374,Parent
928934,36517,Head
244364,14297,Head
768483,35355,Head
479348,38440,Child
963998,14009,Child
731162,40687,Child
208948,11553,Head
606414,27504,Head
211125,38371,Head
696649,42508,Child
158534,18825,Spouse
517192,16507,Head
637096,32188,Child
835717,39133,Head
