Donor_ID,Family_ID,Relationship_Type
770974,33775,Spouse
576564,33375,Head
142577,26268,Head
185495,37085,Head
914499,18361,Head
347943,37775,Child
552826,12050,Child
303323,20716,Head
227036,15562,Child
316633,10506,Head
357358,26188,Spouse
561667,20894,Spouse
332414,27578,Spouse
562299,35874,Head
945837,39557,Child
367901,40954,Head
652183,15689,Spouse
307432,16766,Spouse
831849,29527,Spouse
867875,13767,Child
864194,31681,Head
856095,41227,Head
432007,30300,Head
314832,33439,Spouse
449189,19118,Spouse
286445,43188,Head
239909,22723,Child
277712,29116,Spouse
870787,16571,Head
437342,26263,Head
867493,10467,Spouse
802841,39362,Head
809412,25187,Head
593191,42651,Child
761319,26265,Head
542254,26178,Head
189180,37012,Spouse
988204,14613,Child
330444,16061,Spouse
336887,11523,Head
716513,15798,Spouse
929498,42651,Child
245813,10869,Child
853552,34498,Head
810916,15373,Spouse
915962,17485,Head
239337,21233,Spouse
387098,22420,Head
102733,21977,Head
192178,25187,Child
314534,13601,Spouse
488639,31976,Spouse
630934,13849,Child
825719,32155,Child
325608,43246,Head
695728,27047,Head
192118,24141,Spouse
471349,16763,Child
539035,10621,Spouse
209418,10769,Head
210333,14725,Child
346387,20181,Head
868503,36479,Child
997449,29571,Spouse
685109,26809,Child
259633,40078,Head
725774,22734,Head
255125,27415,Spouse
882153,40937,Head
790577,23830,Parent
487999,31809,Spouse
525389,28479,Spouse
278230,41355,Spouse
710172,32313,Spouse
818609,10471,Head
935895,28167,Spouse
542253,16004,Head
578358,24954,Child
969436,33600,Child
426834,18789,Child
714818,23627,Child
447860,19360,Head
616997,17328,Child
983634,39380,Head
237516,28767,Spouse
389921,25598,Child
933052,32700,Spouse
429822,28157,Child
484555,20574,Head
845764,42527,Spouse
395995,19942,Child
811375,10440,Head
396704,25965,Child
247818,30619,Child
132407,18507,Head
101468,34964,Child
228095,23524,Head
140286,17576,Spouse
613740,36265,Child
351912,39465,Head
574498,34012,Spouse
433075,29623,Spouse
168077,17778,Head
459161,17128,Spouse
654918,15417,Head
765776,35978,Head
459939,30861,Head
326584,13973,Child
700704,33885,Spouse
574492,38050,Spouse
473283,37873,Spouse
820508,39912,Head
415884,36722,Head
611581,12777,Head
575655,12810,Spouse
774664,42094,Head
443973,23309,Head
151393,23352,Head
419593,20938,Child
177738,20070,Child
657378,10355,Head
190274,16482,Spouse
340962,14472,Spouse
829056,40690,Child
605647,21309,Child
286030,38878,Spouse
715493,18414,Head
255931,13925,Head
389452,30644,Spouse
723560,15806,Spouse
394757,16211,Head
924792,24057,Spouse
219409,35384,Head
477777,25673,Head
489908,34874,Spouse
880578,23894,Head
828228,31502,Head
185978,19812,Child
395385,40690,Spouse
162590,39724,Parent
614864,25266,Spouse
541577,37935,Head
349599,26465,Spouse
900876,16528,Head
779467,39725,Child
504709,17786,Spouse
638815,30746,Child
226270,14085,Head
494681,19985,Head
338613,29786,Spouse
258324,34792,Child
516526,39798,Head
674390,37395,Head
798708,39859,Spouse
959444,40021,Child
690457,42022,Head
982498,14158,Head
707007,34948,Head
531013,15184,Spouse
150093,21393,Spouse
735961,30902,Child
573275,36212,Spouse
677076,12466,Child
761253,42690,Head
762845,39300,Child
156805,29274,Head
405523,25479,Spouse
952387,30369,Head
746308,17286,Child
728574,23125,Spouse
874464,17563,Head
142847,18711,Head
908698,17753,Head
641775,39212,Head
414893,29762,Child
527012,25026,Head
173745,31718,Child
424194,22760,Spouse
181783,14040,Child
639045,26343,Child
687379,23598,Child
378460,38051,Spouse
971943,37261,Head
465692,20039,Head
682554,18567,Spouse
534138,10559,Spouse
250925,21800,Spouse
920198,43277,Head
912712,20266,Spouse
469407,38073,Head
287608,39959,Child
826552,15223,Spouse
191763,32150,Spouse
628255,15384,Child
272473,37705,Spouse
149125,11572,Spouse
446183,20558,Spouse
980118,10755,Head
670128,14272,Head
275264,25269,Head
945984,35157,Head
315376,27358,Spouse
887375,10725,Head
325083,29060,Child
511246,40353,Head
806238,34982,Head
460434,35454,Head
698314,40825,Spouse
921105,12688,Head
744984,31523,Spouse
463937,27568,Child
334992,33433,Head
209520,25215,Child
711348,23390,Spouse
998673,10592,Child
496003,35755,Spouse
650915,29788,Spouse
954153,12958,Spouse
550716,14030,Spouse
173155,24324,Spouse
976270,30825,Spouse
318518,41470,Spouse
889165,14445,Head
138250,19371,Head
356574,19161,Child
234368,28600,Child
356419,15252,Child
316914,41282,Spouse
581070,32801,Head
124630,34995,Child
414359,28778,Head
900144,30188,Child
167803,31895,Child
939518,24318,Spouse
906715,32715,Head
926660,36163,Child
412457,27361,Spouse
651608,31602,Child
332214,19095,Head
852117,17868,Spouse
153537,25004,Child
963409,22652,Head
931184,23759,Spouse
814373,20585,Spouse
971926,19855,Head
142319,32561,Head
457358,26655,Spouse
139520,32470,Spouse
342281,35249,Spouse
545142,23054,Parent
535329,22385,Spouse
455971,27914,Child
772967,27859,Head
981483,10624,Child
263380,22236,Head
208950,35015,Child
154916,36140,Child
293262,11471,Child
394609,41589,Spouse
980113,33627,Child
203486,21873,Child
171079,41507,Spouse
683284,11898,Head
169269,27683,Spouse
589498,37986,Spouse
919392,25457,Spouse
988132,21966,Spouse
735834,36363,Head
149012,34347,Child
220176,25556,Head
675387,30235,Spouse
413406,20995,Parent
636553,20702,Child
773845,28145,Head
486592,12421,Spouse
924645,42388,Spouse
352827,20872,Head
765930,42513,Spouse
492399,22090,Parent
419841,42524,Spouse
468492,10164,Spouse
751397,35413,Head
691876,23266,Spouse
256221,38707,Spouse
304113,29403,Head
265032,25183,Spouse
803725,28720,Parent
177134,43165,Child
646788,26313,Head
339317,15888,Spouse
791892,15971,Child
931686,36906,Spouse
306358,25033,Child
736470,36286,Spouse
187124,22752,Head
468832,27801,Head
450507,41144,Spouse
169063,41518,Child
849843,26280,Head
153505,13890,Child
825882,33503,Spouse
764925,29844,Child
930632,16901,Child
789815,31470,Spouse
732785,10371,Child
152767,16952,Spouse
674957,20261,Head
849076,34768,Head
165718,23030,Spouse
754012,35636,Spouse
983083,10071,Spouse
324370,14076,Child
347222,19529,Child
513903,35200,Head
332154,22330,Spouse
237838,37871,Head
543977,41608,Child
990249,35937,Head
591460,15954,Head
205300,35164,Head
545774,35627,Child
231985,15432,Spouse
774099,17404,Head
569023,42593,Spouse
792143,38987,Spouse
187759,30320,Child
279294,19128,Head
444733,29030,Head
413795,12847,Spouse
477073,22561,Spouse
669821,31900,Child
876222,40334,Spouse
214422,20537,Spouse
540314,14726,Head
775185,14441,Child
649500,35917,Spouse
286403,22059,Spouse
