Donor_ID,Event_Name,Attendance_Date
512593,Alumni Reunion,2022-02-20
142577,Campus Tour,2025-03-26
680691,Speaker Spotlight,2021-05-24
125231,Alumni Reunion,2021-04-12
125231,Alumni Happy Hour Mixer,2020-04-05
555316,Family Weekend Mixer,2024-05-27
115677,Alumni Reunion,2020-01-16
585649,Alumni Baseball Game,2022-10-14
514510,Alumni Reunion,2015-06-07
227036,Speaker Spotlight,2020-11-21
316633,Family Weekend Mixer,2023-04-01
415307,Alumni Baseball Game,2021-06-20
415307,Campus Tour,2023-09-27
625778,Alumni Baseball Game,2019-12-09
205209,New Parent BBQ,2019-08-17
332414,Family Weekend Mixer,2024-03-06
562299,Speaker Spotlight,2024-11-11
364087,Alumni Baseball Game,2024-11-28
931280,Holiday Mixer,2020-08-09
461893,Holiday Mixer,2017-05-10
793477,Alumni Happy Hour Mixer,2025-10-13
162733,Alumni Reunion,2018-11-24
162733,Alumni Happy Hour Mixer,2019-10-19
560055,Family Weekend Mixer,2022-11-02
652183,Campus Tour,2021-11-01
581010,Alumni Happy Hour Mixer,2023-06-02
581010,Family Weekend Mixer,2024-06-23
193305,Alumni Reunion,2022-07-26
831849,Alumni Reunion,2025-05-26
938325,Alumni Happy Hour Mixer,2020-11-05
856095,Alumni Happy Hour Mixer,2019-08-02
752894,Alumni Baseball Game,2022-01-02
158029,Alumni Happy Hour Mixer,2020-01-18
287888,Alumni Baseball Game,2024-07-22
835580,Alumni Happy Hour Mixer,2021-10-17
446246,Alumni Baseball Game,2017-01-22
557510,Speaker Spotlight,2024-12-23
126673,Alumni Baseball Game,2021-09-15
807365,Alumni Reunion,2021-03-01
154819,Alumni Baseball Game,2018-05-05
292463,Family Weekend Mixer,2020-02-18
481952,Family Weekend Mixer,2022-03-27
688451,Family Weekend Mixer,2019-04-19
976984,Alumni Baseball Game,2024-11-06
999533,Family Weekend Mixer,2016-05-13
593191,Alumni Reunion,2015-05-21
356775,Alumni Baseball Game,2023-11-06
726689,Family Weekend Mixer,2021-02-18
224687,Alumni Baseball Game,2022-10-06
723738,Alumni Reunion,2021-04-13
723738,Alumni Happy Hour Mixer,2017-10-20
189180,Alumni Happy Hour Mixer,2020-06-12
222590,Alumni Reunion,2022-10-05
756049,Alumni Happy Hour Mixer,2023-06-16
243277,Speaker Spotlight,2024-11-22
478815,Campus Tour,2015-05-13
599150,Alumni Happy Hour Mixer,2025-09-18
777868,Alumni Reunion,2018-10-15
777868,Alumni Baseball Game,2019-02-24
463321,Alumni Reunion,2022-02-19
463321,Alumni Baseball Game,2025-06-14
409033,New Parent BBQ,2020-03-11
409033,Family Weekend Mixer,2025-02-09
330444,Alumni Reunion,2022-05-19
416715,Alumni Reunion,2024-03-21
929498,Alumni Happy Hour Mixer,2022-12-20
929498,Family Weekend Mixer,2018-10-25
929498,Holiday Mixer,2016-12-15
650690,Alumni Reunion,2015-08-12
650690,Alumni Baseball Game,2020-12-13
467822,Alumni Baseball Game,2022-06-20
853552,Alumni Reunion,2024-01-22
387098,Family Weekend Mixer,2022-01-20
879277,Alumni Happy Hour Mixer,2023-05-24
879277,Speaker Spotlight,2018-08-07
214348,Alumni Happy Hour Mixer,2024-01-07
102733,Alumni Reunion,2022-10-06
102733,Alumni Baseball Game,2019-11-04
895212,New Parent BBQ,2020-05-16
192178,Family Weekend Mixer,2018-09-04
192178,Faculty Meet and Greet,2025-02-03
150307,Alumni Happy Hour Mixer,2024-04-28
302560,Alumni Reunion,2021-12-15
932577,Alumni Baseball Game,2016-09-28
302265,Alumni Reunion,2023-06-19
630934,Alumni Happy Hour Mixer,2018-03-26
630934,Family Weekend Mixer,2021-02-03
721512,Family Weekend Mixer,2025-02-20
107890,Family Weekend Mixer,2023-09-12
296925,Holiday Mixer,2023-04-01
718748,Alumni Reunion,2023-12-11
564360,Alumni Baseball Game,2021-03-22
253169,Faculty Meet and Greet,2021-04-24
334197,Alumni Reunion,2021-12-08
471349,Alumni Happy Hour Mixer,2025-03-04
915617,Alumni Reunion,2024-03-03
934539,Alumni Happy Hour Mixer,2025-04-03
934539,Family Weekend Mixer,2025-03-27
844534,Speaker Spotlight,2016-12-19
844534,Campus Tour,2021-10-22
844534,Alumni Happy Hour Mixer,2025-08-16
844534,Alumni Baseball Game,2023-08-02
414163,Alumni Baseball Game,2016-02-07
255689,Family Weekend Mixer,2024-09-23
301918,Alumni Happy Hour Mixer,2024-03-14
954967,Family Weekend Mixer,2017-05-03
259633,Family Weekend Mixer,2025-07-21
467562,Holiday Mixer,2016-08-20
497471,Family Weekend Mixer,2019-08-26
332540,Alumni Baseball Game,2019-03-01
159240,Alumni Reunion,2017-09-09
949590,Holiday Mixer,2017-09-11
693697,Alumni Reunion,2020-09-07
538983,Alumni Reunion,2023-06-22
542652,Alumni Reunion,2025-04-30
183735,Speaker Spotlight,2024-01-17
521946,Alumni Baseball Game,2019-01-03
299876,Alumni Happy Hour Mixer,2015-01-21
611610,Alumni Reunion,2018-06-13
935895,Alumni Baseball Game,2025-08-28
542236,Alumni Reunion,2021-08-05
438262,New Parent BBQ,2016-01-02
822405,Alumni Reunion,2022-04-25
149023,Alumni Reunion,2025-03-22
728009,Alumni Baseball Game,2017-06-11
965719,Alumni Happy Hour Mixer,2023-08-16
599205,Holiday Mixer,2024-03-22
146045,Alumni Reunion,2022-09-15
146045,Alumni Happy Hour Mixer,2023-09-03
679290,Family Weekend Mixer,2023-08-04
748344,Alumni Happy Hour Mixer,2024-05-13
608587,Alumni Reunion,2021-09-06
246360,Alumni Reunion,2019-06-20
616997,Alumni Reunion,2022-05-05
514787,New Parent BBQ,2018-12-26
484555,Alumni Happy Hour Mixer,2024-12-10
925000,Alumni Reunion,2018-03-27
999073,Family Weekend Mixer,2025-04-03
311087,Alumni Happy Hour Mixer,2023-07-08
498496,Family Weekend Mixer,2021-05-21
488195,New Parent BBQ,2015-09-03
247818,Alumni Baseball Game,2025-02-09
247818,Alumni Happy Hour Mixer,2020-03-24
330313,Faculty Meet and Greet,2025-01-24
817426,Alumni Happy Hour Mixer,2021-10-21
122020,Faculty Meet and Greet,2024-03-18
101468,Alumni Reunion,2017-10-26
499752,Speaker Spotlight,2023-01-27
351912,Faculty Meet and Greet,2020-01-18
535051,Speaker Spotlight,2025-04-29
921042,Alumni Reunion,2023-10-05
425105,Alumni Happy Hour Mixer,2024-09-13
669028,Alumni Reunion,2021-08-19
369224,Alumni Reunion,2025-07-25
526851,Family Weekend Mixer,2024-05-08
459161,Alumni Baseball Game,2022-06-04
963859,Alumni Reunion,2022-10-08
683147,Family Weekend Mixer,2021-07-12
699638,Faculty Meet and Greet,2022-09-08
873657,Campus Tour,2025-04-23
962034,Family Weekend Mixer,2023-06-02
757866,Alumni Happy Hour Mixer,2021-03-19
403352,New Parent BBQ,2022-10-16
721689,Alumni Baseball Game,2018-03-04
473283,Faculty Meet and Greet,2023-02-13
624657,Family Weekend Mixer,2025-01-07
292590,Holiday Mixer,2022-05-06
168197,Holiday Mixer,2021-11-22
161364,Holiday Mixer,2025-03-20
831252,Alumni Happy Hour Mixer,2016-12-10
774664,New Parent BBQ,2016-06-23
792221,Speaker Spotlight,2020-06-01
588822,Holiday Mixer,2018-07-11
243674,Family Weekend Mixer,2017-02-13
797207,Faculty Meet and Greet,2025-04-03
440880,Alumni Reunion,2021-12-17
114505,Alumni Reunion,2019-05-07
168133,Family Weekend Mixer,2022-05-21
888604,Alumni Baseball Game,2018-06-17
852589,Family Weekend Mixer,2024-08-04
526000,Family Weekend Mixer,2025-10-04
829056,Holiday Mixer,2023-09-23
383877,Alumni Baseball Game,2016-02-14
311527,Campus Tour,2022-06-02
206637,Family Weekend Mixer,2024-09-15
171318,Alumni Reunion,2019-02-25
255931,Family Weekend Mixer,2020-06-05
890675,Family Weekend Mixer,2023-09-02
507615,Alumni Reunion,2020-03-07
363679,Alumni Reunion,2017-04-23
177179,Faculty Meet and Greet,2016-08-17
165998,Alumni Happy Hour Mixer,2025-03-08
381876,Alumni Reunion,2025-02-14
236202,Family Weekend Mixer,2017-06-13
477777,Alumni Baseball Game,2017-11-06
489908,Alumni Reunion,2018-05-04
489908,Alumni Happy Hour Mixer,2022-10-14
652730,Family Weekend Mixer,2021-05-27
271133,Family Weekend Mixer,2023-12-07
465528,New Parent BBQ,2025-06-22
465528,Faculty Meet and Greet,2022-01-24
828228,Alumni Happy Hour Mixer,2018-06-14
828228,Speaker Spotlight,2022-07-12
100522,Alumni Baseball Game,2024-10-22
774827,Family Weekend Mixer,2024-02-02
162590,Alumni Reunion,2022-02-03
131825,Family Weekend Mixer,2021-09-01
573779,Holiday Mixer,2022-02-06
365353,Speaker Spotlight,2020-04-23
800290,Alumni Reunion,2024-09-21
163784,Alumni Reunion,2023-06-23
449121,Speaker Spotlight,2019-11-16
349599,Alumni Reunion,2015-09-19
900876,Faculty Meet and Greet,2025-07-11
779467,Family Weekend Mixer,2019-11-04
262443,Alumni Baseball Game,2025-03-21
237859,Alumni Happy Hour Mixer,2024-02-03
206669,Alumni Baseball Game,2025-09-17
674373,Alumni Baseball Game,2020-07-17
674373,Speaker Spotlight,2025-10-04
338613,Alumni Baseball Game,2019-06-01
866375,Alumni Reunion,2020-02-06
816201,Alumni Happy Hour Mixer,2019-02-03
516526,Alumni Reunion,2023-06-09
863444,Family Weekend Mixer,2022-12-17
863444,Campus Tour,2018-12-13
691553,Family Weekend Mixer,2025-07-22
782205,Holiday Mixer,2020-04-09
272917,Alumni Reunion,2021-08-10
272917,Faculty Meet and Greet,2024-09-05
468684,Alumni Reunion,2025-03-06
518626,Alumni Baseball Game,2025-04-27
518626,Alumni Happy Hour Mixer,2023-03-23
763179,Faculty Meet and Greet,2022-11-05
412644,Alumni Happy Hour Mixer,2023-12-06
412644,Speaker Spotlight,2024-09-03
796750,Faculty Meet and Greet,2023-03-28
580416,Family Weekend Mixer,2021-09-04
609313,Alumni Reunion,2017-03-21
554488,Alumni Reunion,2022-03-16
554488,Alumni Baseball Game,2022-08-17
356844,Alumni Baseball Game,2020-11-12
454459,Alumni Reunion,2021-04-13
311230,New Parent BBQ,2025-04-28
558553,Alumni Reunion,2018-02-07
337764,Alumni Baseball Game,2017-11-13
337764,Alumni Happy Hour Mixer,2019-03-27
761253,Alumni Happy Hour Mixer,2020-08-04
