Donor_ID,Family_ID,Relationship_Type
543716,12445,Spouse
474697,25947,Spouse
483963,14294,Child
998161,15345,Child
379999,31821,Head
480760,25302,Spouse
619801,37947,Spouse
567399,18934,Spouse
771019,21659,Head
178404,38777,Child
468847,29132,Head
964624,19967,Spouse
995702,21916,Head
496887,18318,Child
650996,14365,Head
277021,38360,Spouse
704775,42175,Child
573113,34585,Head
554055,16474,Child
285018,26014,Head
180480,25839,Spouse
483723,19803,Head
644580,22119,Child
401334,23013,Spouse
247602,18714,Child
403963,16165,Head
521389,26772,Head
601383,28807,Head
215733,19239,Spouse
297297,30962,Child
993261,28085,Head
960356,15131,Head
384300,37040,Head
220990,31485,Spouse
273248,15810,Head
138188,30700,Head
192472,25937,Spouse
383074,15312,Child
988371,39349,Spouse
827167,38385,Head
754332,36944,Head
694031,37643,Head
332808,25623,Head
206046,41332,Child
701520,25842,Spouse
389050,26266,Head
220887,30963,Spouse
169981,10778,Spouse
654687,28599,Head
543060,20562,Spouse
357268,17942,Head
560564,23191,Spouse
173919,37629,Head
508678,25736,Head
741409,16749,Head
464081,32469,Head
576360,10979,Spouse
937930,40980,Head
571748,19030,Child
868002,22069,Spouse
478256,21664,Head
351377,35174,Head
230372,43097,Spouse
352502,30103,Spouse
804752,23442,Head
784423,23532,Head
275298,23365,Head
334551,29869,Child
245320,40388,Spouse
399605,26185,Head
602121,18477,Spouse
266299,30764,Child
790509,34084,Head
205174,17011,Head
324515,43124,Head
804077,21190,Head
126559,30376,Head
923006,19109,Head
844141,18763,Child
393569,31003,Child
728683,43194,Head
337418,38639,Spouse
473504,30458,Head
994339,23232,Head
735582,10342,Head
284763,33149,Head
564209,14456,Head
659523,23823,Head
397914,19611,Head
247734,35900,Child
911511,38888,Child
689461,18526,Spouse
658878,26300,Head
323554,27855,Head
806128,27068,Child
569124,15467,Head
768896,19904,Head
196858,24766,Child
508304,10807,Spouse
999125,23071,Child
463170,19599,Spouse
499747,13534,Spouse
828435,31109,Head
745273,18032,Spouse
783908,36594,Spouse
343588,34378,Spouse
514675,23277,Spouse
117944,23489,Spouse
228339,30961,Spouse
677810,16638,Spouse
897811,13845,Child
354563,15330,Head
972901,20705,Spouse
181831,36930,Child
562541,30328,Spouse
765879,16414,Spouse
234296,36392,Child
238724,33121,Head
187054,18437,Child
577193,24763,Head
919028,28046,Child
992505,28493,Child
683307,32183,Spouse
603959,24801,Head
670358,19045,Child
527344,40967,Child
723840,30429,Spouse
755345,36300,Spouse
710117,19121,Child
435367,33252,Spouse
696204,15186,Head
356713,39275,Spouse
487031,19240,Head
747696,37754,Spouse
403962,41202,Child
792486,39641,Spouse
231622,38469,Child
830663,21595,Child
113711,10189,Head
913156,24290,Head
793491,16662,Child
815751,27390,Spouse
364362,21144,Head
301196,42331,Spouse
723823,32930,Child
983578,26751,Spouse
909240,35879,Spouse
536416,39678,Child
910441,31419,Child
628441,11331,Spouse
827899,36163,Head
776706,33880,Child
385623,22272,Head
873466,28945,Parent
541372,13518,Head
796053,23023,Spouse
685831,13045,Head
279744,20453,Head
141120,36062,Head
204396,17259,Head
728629,30898,Head
417174,17490,Child
809149,35407,Head
127410,23073,Spouse
771167,42275,Head
953115,30059,Spouse
425014,36146,Spouse
310909,29710,Head
180449,12270,Spouse
862617,16288,Child
762922,36003,Head
982231,11510,Spouse
442916,30447,Head
349966,27032,Spouse
604989,32452,Spouse
287325,26982,Child
605257,21139,Head
259868,39295,Spouse
141449,39994,Head
709325,29989,Head
502097,31875,Spouse
309820,26983,Head
604416,35467,Head
671735,17919,Child
656416,26222,Child
977936,17926,Child
106189,33620,Child
281723,27750,Child
655511,29679,Parent
550231,15344,Spouse
898530,10700,Head
251169,25340,Head
117468,13793,Head
371099,35700,Head
480925,25061,Child
499540,24992,Head
863357,22510,Spouse
213278,10869,Child
768844,17199,Head
230302,37544,Child
531921,33134,Child
866804,29942,Spouse
686549,32278,Head
216332,41984,Spouse
544786,15941,Spouse
615504,10957,Head
441828,10418,Spouse
769645,21340,Child
291870,10620,Spouse
938478,41919,Spouse
889090,16648,Spouse
849989,26100,Head
448180,16585,Spouse
848613,23297,Head
590537,27929,Spouse
409238,14743,Child
800469,12471,Head
150140,19672,Child
300877,12800,Head
614184,22096,Head
479634,12543,Head
806733,16440,Spouse
235345,31065,Spouse
910490,18053,Head
266079,21761,Head
169732,12611,Head
767142,30653,Spouse
151338,42670,Spouse
857367,23936,Child
129302,31721,Head
289257,17076,Child
423854,26248,Child
697712,38245,Spouse
970570,33330,Spouse
228705,27423,Head
229428,19354,Spouse
724752,32688,Spouse
882058,32197,Spouse
797551,35375,Parent
438246,41471,Spouse
518409,10310,Spouse
464968,11944,Head
434721,26786,Spouse
937316,12202,Head
938395,23677,Child
924460,40730,Spouse
384257,42833,Spouse
462688,17834,Spouse
315109,15335,Child
776653,32230,Head
324568,27909,Child
133617,41663,Child
348845,12641,Head
663168,11157,Head
958419,31152,Spouse
503155,15221,Head
775279,13589,Child
146486,12377,Head
707443,39005,Head
701548,41915,Child
784719,40919,Spouse
916230,34786,Child
998599,22498,Head
452661,25270,Child
567099,35230,Spouse
419442,22991,Spouse
750085,10360,Head
742168,22869,Spouse
554939,25104,Head
901529,21058,Child
126251,23478,Child
945337,12812,Spouse
972554,11650,Spouse
776504,37281,Head
328826,24473,Spouse
307265,40312,Head
310480,27788,Child
280954,36674,Spouse
381829,31895,Head
505006,15877,Head
635504,40262,Spouse
678369,12038,Child
416314,37900,Head
364550,10676,Child
985051,12937,Spouse
460701,34112,Head
262855,23456,Spouse
466352,25047,Spouse
119804,35990,Head
291432,43292,Spouse
827788,36336,Spouse
186049,27605,Spouse
167370,43171,Spouse
626281,33568,Head
860073,37695,Head
388131,26713,Head
971870,37146,Head
460520,30931,Child
320683,39054,Child
736506,11343,Child
986949,40712,Spouse
739713,38423,Child
142648,36238,Child
647401,36405,Spouse
930516,29527,Child
276580,20647,Child
320626,13960,Spouse
713558,25583,Child
544608,29717,Child
637012,42968,Head
635656,22128,Spouse
794351,16133,Spouse
183170,15667,Spouse
574081,17526,Head
370097,23691,Spouse
754164,29146,Spouse
820240,17607,Head
966908,36825,Head
338722,26319,Child
899170,24291,Spouse
180420,34240,Spouse
563305,21276,Head
727574,15744,Head
306675,29303,Spouse
634537,41443,Spouse
666945,26829,Head
614613,20507,Child
467218,40813,Spouse
774250,19997,Spouse
344673,43291,Spouse
241352,32207,Head
579569,28402,Head
566603,28779,Head
432934,11856,Head
320246,37297,Head
221136,14000,Child
704541,42574,Head
289013,38915,Spouse
387847,38702,Child
755293,41408,Parent
661500,38461,Head
490229,35582,Spouse
585877,37894,Head
138072,39685,Head
151854,36776,Head
737979,28295,Child
620635,36799,Spouse
811358,41887,Head
780182,22887,Spouse
608614,42963,Spouse
742205,40232,Child
904551,35572,Spouse
477325,19226,Child
794850,13839,Child
148768,17283,Spouse
960949,38351,Parent
733027,22271,Spouse
213508,28079,Spouse
198530,33988,Spouse
187385,35594,Spouse
821185,15686,Parent
196717,18466,Spouse
962844,34133,Spouse
437875,38056,Child
673402,34226,Spouse
989613,28092,Child
109490,32682,Spouse
588166,21941,Spouse
643299,39314,Child
173150,34490,Head
664245,13013,Spouse
652003,35510,Child
294065,34551,Spouse
530412,34484,Spouse
826392,39150,Child
424866,41670,Head
566067,18746,Child
619658,31102,Head
449969,38615,Head
396273,31604,Child
387710,42598,Spouse
244985,26427,Child
133922,31020,Head
561389,12639,Head
883303,11299,Spouse
428162,32020,Head
988487,35007,Child
696086,19819,Child
142434,33968,Child
754178,32093,Spouse
312466,13255,Spouse
899177,42313,Spouse
845302,27086,Spouse
816163,26189,Spouse
410496,14237,Spouse
575006,10534,Child
585778,42538,Head
595029,38823,Child
999166,41788,Head
242936,13693,Spouse
733032,37030,Spouse
658845,29330,Head
793490,24176,Head
563496,24061,Child
201853,19461,Head
191528,28062,Spouse
189575,24274,Head
325537,26084,Head
483576,14452,Spouse
863722,22426,Child
428733,12690,Child
404943,43200,Child
271952,28131,Spouse
662483,14568,Head
504966,31721,Child
181545,40461,Head
907292,18353,Spouse
642541,24930,Head
816037,17086,Head
908989,33847,Head
239765,28828,Head
850533,18843,Head
606704,21705,Spouse
832800,15817,Head
614044,42589,Spouse
970766,22442,Spouse
958112,29968,Spouse
934537,43078,Spouse
194431,38913,Spouse
215007,23352,Spouse
559618,41203,Child
229321,37312,Head
976110,30730,Head
993674,42123,Spouse
109796,23329,Spouse
465516,31571,Spouse
961535,24197,Spouse
118113,10675,Child
232804,15885,Spouse
361038,19571,Spouse
113245,24242,Spouse
931033,12686,Head
681716,11444,Spouse
820791,26979,Head
630563,14466,Head
985552,41251,Parent
859308,23890,Spouse
266486,26781,Spouse
981805,40276,Spouse
716259,19654,Head
653080,10688,Spouse
976202,35803,Spouse
758548,39374,Parent
339381,18872,Head
542032,26382,Child
556823,42391,Spouse
792547,31849,Head
898453,26656,Head
790575,34774,Child
807902,31440,Head
579947,21042,Child
372012,10063,Spouse
934277,39587,Child
340607,42767,Head
842711,22414,Child
124457,21848,Child
859372,35575,Head
418448,13145,Head
312126,36013,Head
179861,27278,Head
101330,18453,Head
313913,39607,Spouse
518659,26047,Spouse
815313,18391,Head
945992,27286,Head
319736,23519,Head
261512,23367,Spouse
687302,13377,Child
835373,29977,Spouse
396994,41384,Head
851665,27641,Spouse
650847,19811,Child
909298,38839,Spouse
936290,16051,Spouse
876996,29052,Spouse
740094,42280,Spouse
806080,18159,Head
860689,22515,Spouse
619497,28350,Spouse
993975,40191,Spouse
575875,40151,Spouse
448113,33358,Head
934243,15413,Head
200510,15512,Head
681886,36755,Spouse
425664,14592,Spouse
970544,42459,Parent
439026,42111,Spouse
183088,11813,Head
846946,26164,Child
922632,42480,Spouse
771692,26088,Spouse
814359,31454,Parent
725295,41109,Head
852385,21049,Spouse
882547,35750,Head
648286,14533,Spouse
663286,34220,Head
781348,10016,Spouse
208363,10275,Head
887045,16543,Head
505845,32010,Head
154337,24355,Head
366286,33192,Head
138537,36100,Head
977596,24080,Child
342744,38262,Spouse
451759,30161,Spouse
787761,38314,Child
451261,34564,Spouse
451308,25737,Head
854484,20754,Head
272551,37564,Spouse
522734,26253,Head
511070,15663,Spouse
447317,36586,Spouse
171958,25544,Child
767259,30970,Head
238016,26026,Head
487403,40850,Spouse
803196,28742,Spouse
386220,11752,Child
426730,27896,Spouse
129023,28675,Child
451717,25658,Head
981074,34314,Head
198365,41213,Spouse
319038,13498,Child
950284,17962,Child
340096,23806,Head
283736,27879,Head
433054,18915,Head
380943,20565,Child
838042,41838,Child
763622,36922,Head
725356,27628,Spouse
845109,36471,Spouse
969055,19970,Child
973343,29362,Head
109423,27063,Spouse
744751,12011,Head
637480,33750,Head
589442,25219,Spouse
423676,42319,Head
166008,15836,Head
952274,20345,Head
107208,43196,Spouse
452611,40154,Spouse
225933,35483,Head
861723,22661,Spouse
201908,27514,Spouse
344145,12221,Spouse
633917,18143,Head
908375,36748,Spouse
951190,16899,Head
867357,27154,Child
632634,14864,Head
169614,42799,Head
284514,41481,Spouse
397560,11882,Head
197272,26388,Spouse
459386,19023,Child
659873,27583,Child
356190,28946,Spouse
398187,12338,Spouse
493085,12827,Spouse
550490,30590,Child
982905,28165,Spouse
856678,17900,Spouse
183876,32603,Spouse
243573,27493,Spouse
206280,24285,Child
127031,13218,Head
887686,17812,Parent
195792,15563,Child
223965,37152,Head
218119,29950,Child
264369,29959,Spouse
238624,42871,Head
266713,29856,Child
554428,36091,Head
730765,36295,Head
746866,22106,Spouse
750207,36653,Head
343906,32963,Spouse
595301,15647,Spouse
555799,31550,Head
214802,27918,Spouse
873796,16174,Head
426795,15899,Spouse
447572,11422,Head
244710,11934,Spouse
600007,42440,Head
554190,42763,Head
760628,31875,Head
417335,13219,Child
182002,10370,Child
803386,37578,Spouse
210668,21296,Head
806835,18200,Spouse
298335,32424,Child
399574,22248,Child
273553,12823,Spouse
931893,19086,Child
555111,10026,Spouse
554974,37911,Head
128715,14768,Child
827771,27303,Child
946374,29680,Spouse
433173,33564,Head
820549,33052,Spouse
803434,31701,Spouse
763982,30454,Head
135847,26204,Spouse
929020,26392,Spouse
419417,16615,Child
979934,37566,Head
436204,35694,Child
863415,31498,Child
595906,25053,Child
460696,31836,Head
805690,14874,Child
339894,32456,Spouse
627682,39337,Child
693694,21042,Head
364292,35473,Head
681820,39830,Head
737184,24090,Head
210012,35127,Child
940558,15691,Head
195928,34699,Head
811842,29738,Child
794423,40772,Child
558299,24581,Head
784735,23290,Spouse
101785,40759,Parent
793098,24464,Spouse
648283,15177,Spouse
387281,41693,Spouse
971308,26732,Spouse
160041,14582,Head
644274,24760,Head
181021,40991,Child
318995,34622,Head
263217,13036,Spouse
466473,24965,Head
380502,15821,Head
812939,23542,Head
551878,42996,Head
969128,29821,Spouse
774727,17201,Child
815068,28305,Head
604263,33550,Spouse
599790,37498,Spouse
234883,33819,Head
295465,16419,Head
782491,26096,Child
253468,33097,Head
135143,40641,Child
598690,26516,Child
637500,25441,Head
746975,41430,Spouse
618993,21293,Spouse
917075,12161,Child
629653,29063,Spouse
793666,24041,Child
315217,30639,Child
468301,41785,Head
602656,13444,Head
560548,29397,Head
563746,25110,Head
312752,33757,Child
228466,14800,Child
843682,12988,Child
363042,34575,Spouse
523777,29566,Spouse
487115,12817,Head
134626,26483,Child
452886,10397,Spouse
651856,36159,Child
953578,41194,Head
494319,33616,Child
247608,18304,Head
427609,14695,Head
924201,35906,Spouse
455213,32742,Head
227314,19193,Spouse
857448,26070,Parent
105509,11002,Head
649476,36918,Head
727480,22788,Head
859787,21205,Child
729912,21692,Spouse
291343,11407,Head
301804,24738,Child
703772,27414,Child
310142,14762,Spouse
643537,29180,Head
158830,13805,Head
904664,40135,Head
455189,32859,Child
523811,16911,Child
503265,39251,Spouse
123655,29518,Spouse
818187,39665,Child
871499,17381,Child
432010,39760,Head
141668,28644,Head
168270,38621,Spouse
806235,15547,Child
343718,26933,Spouse
713854,37006,Head
940113,22059,Head
675146,33015,Head
369530,20875,Spouse
435463,26885,Head
740238,38008,Child
168247,20260,Head
852268,32511,Spouse
252030,26263,Spouse
657722,30151,Spouse
709077,10346,Head
346031,41348,Head
247350,24496,Child
860695,27878,Spouse
411942,36803,Head
277255,41533,Spouse
237834,20590,Child
156644,33094,Child
621120,40724,Spouse
735951,20035,Child
253622,27802,Child
299108,28712,Head
741871,39179,Head
293976,11234,Child
890901,32108,Head
191624,33971,Spouse
122559,39748,Head
278342,32843,Head
198824,27859,Spouse
466701,42160,Child
320041,43008,Head
633586,12495,Head
206275,25647,Spouse
960675,36337,Child
357306,38780,Head
238489,32784,Head
507158,24147,Child
387590,34806,Head
600959,30113,Head
170840,20263,Head
965887,20282,Spouse
811319,16853,Child
987055,20900,Head
495576,17551,Child
782721,20456,Child
376322,21563,Child
148934,28708,Head
508659,32671,Head
396871,18546,Head
700515,30139,Spouse
230475,27572,Spouse
587302,31969,Head
961740,13611,Head
636437,15907,Spouse
277746,28635,Head
562467,32806,Head
125722,21924,Head
313590,43219,Child
253694,40175,Head
826908,12035,Head
842310,14799,Spouse
467117,15116,Child
