Donor_ID,Family_ID,Relationship_Type
487885,15015,Child
706509,17781,Child
682999,30061,Child
895340,26835,Spouse
374476,37632,Head
990411,41833,Spouse
658315,13333,Child
970398,13840,Head
199734,42626,Spouse
383024,34629,Spouse
120310,11370,Spouse
652426,24496,Spouse
791079,30259,Head
169298,42732,Child
406481,28183,Spouse
856510,35445,Spouse
359389,28722,Child
493933,10586,Spouse
775683,29613,Child
473209,24302,Child
155752,36876,Child
520267,14917,Child
892004,42052,Child
445938,41601,Head
108596,20560,Child
592238,41347,Child
659435,33884,Spouse
933353,33625,Spouse
646761,14312,Spouse
898561,41884,Spouse
724039,26463,Spouse
831237,30045,Child
764847,21834,Child
666285,23680,Head
124651,31835,Spouse
916273,18660,Head
781537,32480,Spouse
304976,38304,Parent
697173,41386,Child
820847,38430,Head
542713,14311,Head
692980,32004,Spouse
813162,16255,Spouse
234122,11223,Spouse
651652,38435,Spouse
824857,40271,Head
440787,39954,Head
788572,23846,Head
882494,25084,Spouse
402251,35077,Head
683048,23621,Head
582900,43038,Spouse
594579,21146,Child
276198,34852,Head
355134,19661,Spouse
222951,34760,Head
286385,19089,Head
412804,30734,Head
467653,25700,Head
634236,12404,Spouse
133840,36980,Spouse
712829,28910,Spouse
170598,15839,Head
106769,40162,Head
955741,34969,Spouse
591686,32271,Child
739201,32503,Head
998422,20712,Spouse
894560,26120,Spouse
899799,26397,Spouse
345935,39713,Spouse
337024,15603,Head
616796,43330,Spouse
503633,26199,Spouse
432050,11774,Spouse
590248,26080,Head
611361,13691,Head
954911,10018,Spouse
752617,33918,Child
890989,38200,Child
812992,41268,Spouse
552710,38743,Spouse
797304,38238,Spouse
114349,25373,Child
214875,30023,Spouse
883243,11498,Head
266943,14533,Head
990761,15626,Head
481980,29216,Child
685589,34304,Spouse
837186,37093,Head
718050,33006,Child
657111,12285,Child
405887,24154,Head
876190,24072,Head
148737,41890,Head
491904,25954,Child
384208,12413,Child
774733,30850,Spouse
792930,36321,Spouse
906994,20092,Spouse
190345,30111,Spouse
840879,16412,Child
975282,24003,Spouse
223024,32768,Spouse
970444,41183,Head
831098,40269,Spouse
175485,22778,Spouse
754626,25083,Child
872315,34427,Child
666775,37527,Spouse
530918,28914,Spouse
891184,23354,Child
197031,24189,Head
635517,18951,Child
546908,29164,Head
462571,36152,Spouse
123660,32909,Spouse
213977,14670,Head
492787,38653,Child
248519,31208,Child
884467,32145,Child
615248,42357,Head
922778,42992,Spouse
907246,12535,Head
304240,14246,Spouse
593901,34631,Head
323163,12137,Head
267423,39620,Head
494765,16829,Head
241834,40037,Head
835029,38679,Head
220412,34110,Head
317021,28140,Head
728072,31463,Spouse
199328,28690,Spouse
898689,16922,Parent
614977,22819,Head
665318,37796,Spouse
816733,37413,Spouse
934214,14594,Child
929127,32529,Spouse
710237,34161,Spouse
857022,14026,Spouse
293127,12349,Head
444735,19085,Spouse
629479,37241,Spouse
481923,17516,Child
610253,14358,Head
450998,43256,Spouse
682464,28271,Head
612665,18371,Child
467855,12666,Spouse
462949,32493,Spouse
170225,41010,Spouse
683862,40914,Child
813094,25256,Head
852827,23150,Spouse
543969,37411,Child
314030,22576,Spouse
575734,33756,Child
788023,31053,Child
927000,27159,Head
289998,13994,Spouse
794531,27729,Head
326646,37718,Head
166296,29406,Parent
982032,13053,Spouse
814451,30710,Head
348511,10012,Head
720504,39711,Head
742653,25487,Child
975577,21446,Head
385618,23757,Spouse
614423,42653,Child
782277,10259,Parent
165266,42502,Spouse
714971,15686,Child
540386,16973,Head
547582,32740,Child
471982,13292,Head
262159,36139,Child
796789,16152,Spouse
215554,14517,Spouse
842246,12040,Child
394754,19558,Head
534012,38601,Head
503252,11190,Head
149445,28474,Head
140302,14648,Child
850618,28407,Head
107291,18165,Child
346213,33656,Spouse
706715,41753,Spouse
767016,39506,Head
593783,18838,Spouse
821308,11480,Head
119751,42342,Child
645287,33219,Head
395523,22155,Child
950191,37976,Head
269418,19721,Head
183779,31297,Spouse
424190,19770,Head
466990,14656,Child
659155,32051,Spouse
532711,30817,Head
923984,39333,Spouse
835103,16767,Head
821279,22539,Child
759656,30685,Head
642260,20231,Head
926091,24340,Spouse
708315,11603,Spouse
166444,32035,Head
653794,33207,Spouse
108905,33457,Child
471152,34162,Head
781382,30601,Spouse
924861,37481,Child
177938,39862,Head
791734,14116,Child
192739,23124,Head
741633,20667,Head
840729,27050,Child
654588,36865,Child
101627,22242,Head
139741,19381,Child
156409,16877,Spouse
575475,25843,Head
110054,20890,Head
277037,26013,Head
127763,28559,Spouse
549224,38628,Spouse
400952,27927,Head
483509,20676,Spouse
554475,15833,Spouse
916226,19921,Child
961751,43269,Head
869026,41648,Spouse
397867,26119,Child
701675,31026,Spouse
916115,33707,Head
855587,22496,Head
516187,40133,Child
587285,34894,Head
668681,21080,Spouse
616224,11723,Spouse
663101,30822,Head
647713,10170,Child
529606,35412,Child
428480,15279,Head
959493,37266,Child
240573,24746,Child
646987,35534,Child
838983,10630,Spouse
456674,33218,Spouse
744919,20284,Head
543122,14145,Head
609005,35173,Spouse
742421,14787,Head
695121,17780,Head
481545,41701,Head
153502,26455,Spouse
169174,14829,Head
823671,40367,Head
350115,20272,Spouse
649222,26272,Head
584001,37720,Spouse
179177,15946,Head
440574,35059,Parent
212486,21015,Head
597535,23700,Head
723624,29162,Head
553364,33623,Child
550708,23525,Head
822333,29188,Spouse
398808,17070,Child
493632,28699,Head
916196,20738,Spouse
561260,21566,Spouse
232866,40359,Spouse
287282,27653,Head
559954,19374,Child
796638,42314,Child
218390,42688,Spouse
792243,12671,Head
166545,25804,Head
981962,40947,Child
430963,21290,Head
151871,18432,Child
821546,31487,Spouse
918972,34247,Child
199514,31720,Spouse
116285,19884,Spouse
290394,14735,Spouse
212799,27900,Child
646136,19977,Spouse
672245,12593,Spouse
729999,35231,Child
188182,15085,Spouse
436809,15284,Head
624245,22192,Child
199399,11936,Head
874293,37250,Head
613959,20429,Spouse
697448,35896,Head
329649,41860,Spouse
632349,20458,Spouse
693265,32695,Head
169870,15635,Child
493272,33785,Head
880821,29860,Spouse
876082,40943,Spouse
436618,29292,Spouse
242939,40259,Child
891874,33359,Head
820688,19558,Child
283935,26778,Child
681917,33824,Spouse
924127,32373,Child
642740,36772,Spouse
290230,23844,Spouse
505837,27710,Spouse
169487,39478,Parent
657231,12554,Head
165687,40627,Head
945246,22204,Spouse
985947,12367,Spouse
281845,13168,Head
226801,33875,Spouse
817728,12335,Head
927635,33531,Head
224785,24279,Head
417400,28482,Head
986333,15422,Spouse
147499,17337,Head
375502,37888,Child
574033,35510,Parent
637488,25725,Spouse
276438,27729,Child
887613,38088,Spouse
543268,23288,Spouse
405711,15759,Head
794725,25571,Spouse
991060,36767,Child
820926,30741,Child
600377,28201,Spouse
303612,42898,Head
927771,28772,Head
221039,40487,Child
912591,12926,Head
616497,30893,Spouse
202913,12712,Head
473031,36070,Spouse
122337,18902,Head
929464,42970,Spouse
530058,14874,Head
568830,16630,Head
964455,23212,Spouse
201139,14426,Spouse
208960,13512,Spouse
330015,41458,Head
883463,36929,Spouse
531910,25420,Head
504563,10915,Spouse
568819,42423,Head
489214,33004,Child
651342,26109,Head
786810,26366,Spouse
930960,12849,Child
768214,32351,Spouse
347965,33636,Child
335407,33488,Spouse
736682,37401,Head
922168,11978,Head
754054,16327,Head
979557,29576,Head
372444,36828,Spouse
941109,42350,Head
541817,20294,Head
119876,21701,Spouse
593155,20927,Child
107742,39641,Head
747473,33099,Spouse
330254,14710,Head
282907,38069,Spouse
789159,36917,Child
698061,10566,Child
409586,14940,Head
614561,27969,Head
537899,34149,Child
905905,15833,Head
909576,11089,Head
911560,10083,Spouse
248040,23814,Head
413361,14027,Head
238659,22487,Head
590910,33200,Child
881950,13322,Head
589009,20887,Child
969099,25694,Head
432909,11754,Spouse
421202,42332,Spouse
917197,21595,Spouse
246192,27247,Spouse
985338,32358,Spouse
209160,28413,Child
790604,27762,Spouse
818902,40920,Spouse
777479,23120,Child
602524,40182,Spouse
165114,34542,Spouse
782634,21114,Child
898645,31940,Spouse
272445,33722,Child
316353,17877,Head
267672,41426,Spouse
911662,32047,Head
434607,20012,Head
925830,31666,Head
654396,30311,Spouse
898104,31234,Head
121950,11063,Spouse
717722,28939,Child
148291,20290,Head
150864,19952,Head
249691,10643,Spouse
935061,11735,Head
830076,37151,Spouse
386427,32099,Spouse
346839,30618,Spouse
730441,22745,Child
997993,31788,Parent
256405,27491,Spouse
932749,25953,Spouse
606645,16126,Spouse
784239,15696,Spouse
507232,38872,Head
945997,13377,Child
920885,10934,Head
717313,35991,Head
257696,17605,Child
227855,16012,Spouse
147293,16642,Head
810112,21860,Spouse
695326,12461,Spouse
785472,11833,Spouse
550435,16602,Spouse
137190,26044,Child
794671,42159,Head
933486,10264,Child
281307,11165,Head
248571,27346,Spouse
115123,27881,Spouse
462596,18238,Spouse
254736,13824,Head
198486,15474,Head
328574,26145,Head
895122,20641,Head
259035,17640,Spouse
150459,21403,Child
508865,29393,Head
200383,38415,Spouse
114178,17642,Spouse
499989,31867,Head
457457,37477,Spouse
257158,22259,Spouse
155056,18188,Spouse
766547,27875,Spouse
378893,14523,Child
914178,37699,Head
335573,14056,Spouse
977649,27363,Child
415593,14981,Child
198280,26907,Head
846671,29117,Spouse
862253,33070,Child
738527,36063,Head
245996,20193,Head
804084,35727,Spouse
944997,35357,Spouse
813775,23972,Head
784684,10705,Head
549888,17796,Child
678642,34499,Head
659364,14382,Head
870366,19122,Spouse
458115,31386,Spouse
109985,33733,Spouse
749245,31580,Child
535644,22978,Head
552729,39666,Head
974017,36001,Spouse
356572,36887,Spouse
937171,18884,Spouse
932302,29923,Spouse
461639,26509,Spouse
204925,18797,Child
594225,22183,Spouse
501190,13404,Spouse
259750,27473,Head
869678,26670,Spouse
294267,29424,Spouse
673269,15564,Spouse
520711,33441,Child
507381,32718,Spouse
950651,12879,Spouse
755245,31426,Child
356038,36667,Head
114771,10659,Head
686806,34156,Child
