Donor_ID,Event_Name,Attendance_Date
126225,Alumni Reunion,2022-09-07
334053,Alumni Reunion,2019-07-08
334053,Alumni Happy Hour Mixer,2025-09-07
246316,Alumni Happy Hour Mixer,2018-08-27
629903,Family Weekend Mixer,2023-01-26
731262,New Parent BBQ,2023-10-05
731262,Holiday Mixer,2025-02-03
850800,Alumni Baseball Game,2025-07-04
850800,Alumni Happy Hour Mixer,2017-09-10
539898,New Parent BBQ,2023-02-05
539898,Family Weekend Mixer,2021-12-14
391704,Alumni Happy Hour Mixer,2021-06-05
948749,Alumni Baseball Game,2021-03-14
263032,Faculty Meet and Greet,2023-05-10
452944,Alumni Happy Hour Mixer,2025-09-08
452944,Family Weekend Mixer,2023-11-26
498382,Alumni Reunion,2023-07-09
476417,Family Weekend Mixer,2025-08-28
988662,Alumni Reunion,2019-07-07
460663,Family Weekend Mixer,2020-12-17
733052,Alumni Reunion,2020-10-23
581741,Alumni Happy Hour Mixer,2018-12-20
678856,Family Weekend Mixer,2019-07-25
479201,Family Weekend Mixer,2024-10-13
838797,Faculty Meet and Greet,2025-08-27
838797,Holiday Mixer,2022-03-18
172933,Alumni Reunion,2018-08-18
148050,Alumni Reunion,2020-01-12
391476,Alumni Happy Hour Mixer,2022-12-12
766563,Alumni Reunion,2023-04-05
766563,Speaker Spotlight,2024-05-09
766563,Alumni Baseball Game,2024-09-17
766563,Speaker Spotlight,2024-10-06
270555,Alumni Reunion,2021-04-17
802729,Family Weekend Mixer,2021-10-24
765822,Alumni Reunion,2018-03-14
279451,Alumni Happy Hour Mixer,2024-10-10
279451,Faculty Meet and Greet,2025-04-15
660086,Family Weekend Mixer,2024-04-18
330283,New Parent BBQ,2021-10-24
817870,Alumni Reunion,2024-02-27
158655,Alumni Reunion,2020-02-16
158655,Alumni Happy Hour Mixer,2025-01-05
944151,Alumni Reunion,2022-05-15
169403,Holiday Mixer,2024-12-09
321231,Holiday Mixer,2024-04-22
321231,Speaker Spotlight,2025-05-13
429963,Alumni Reunion,2015-06-04
429963,Alumni Baseball Game,2023-07-04
429963,Campus Tour,2021-06-14
322955,Holiday Mixer,2020-12-27
514850,Holiday Mixer,2017-08-02
329974,Alumni Baseball Game,2018-03-25
245051,Alumni Happy Hour Mixer,2020-04-15
214975,Alumni Happy Hour Mixer,2024-10-23
757924,Alumni Reunion,2016-08-22
813536,Alumni Baseball Game,2025-08-18
654816,Alumni Baseball Game,2021-07-20
654816,Alumni Happy Hour Mixer,2023-12-10
363626,Alumni Happy Hour Mixer,2024-08-07
680099,Holiday Mixer,2020-03-16
813328,Holiday Mixer,2024-03-21
220116,Alumni Baseball Game,2019-07-15
379786,Alumni Baseball Game,2022-04-06
905934,Family Weekend Mixer,2025-06-22
905934,Faculty Meet and Greet,2021-02-09
216970,Family Weekend Mixer,2015-08-15
755674,Family Weekend Mixer,2020-11-26
492077,Speaker Spotlight,2025-06-10
916449,Family Weekend Mixer,2019-12-16
612340,Alumni Baseball Game,2022-09-06
217301,Alumni Happy Hour Mixer,2025-05-01
480612,Alumni Baseball Game,2019-09-05
351083,Alumni Reunion,2025-02-14
160738,Alumni Happy Hour Mixer,2019-01-16
182582,Alumni Happy Hour Mixer,2022-01-09
867460,Family Weekend Mixer,2016-10-16
897549,Faculty Meet and Greet,2016-02-02
658582,Faculty Meet and Greet,2025-05-27
903035,Alumni Baseball Game,2021-11-08
231869,Family Weekend Mixer,2022-11-24
598369,Family Weekend Mixer,2025-10-12
426858,Holiday Mixer,2022-01-27
518373,Family Weekend Mixer,2022-09-22
781446,Speaker Spotlight,2022-05-07
335612,Family Weekend Mixer,2023-11-18
167136,Alumni Happy Hour Mixer,2020-08-08
680828,Alumni Baseball Game,2015-08-06
842225,Faculty Meet and Greet,2020-08-05
761759,Alumni Reunion,2023-12-22
340062,Speaker Spotlight,2021-12-20
446479,Alumni Reunion,2021-06-05
665427,Faculty Meet and Greet,2022-09-03
698782,Speaker Spotlight,2025-04-06
704201,Alumni Reunion,2019-03-05
201639,Family Weekend Mixer,2022-04-10
790993,Speaker Spotlight,2020-01-23
551989,Alumni Happy Hour Mixer,2023-12-27
551989,Faculty Meet and Greet,2024-11-17
531071,Family Weekend Mixer,2019-06-16
785197,Faculty Meet and Greet,2015-06-01
777568,Alumni Happy Hour Mixer,2023-08-01
360735,Alumni Happy Hour Mixer,2024-03-28
392075,Alumni Happy Hour Mixer,2021-05-22
564656,Family Weekend Mixer,2025-08-21
976638,Alumni Happy Hour Mixer,2019-08-18
115474,Alumni Reunion,2021-10-12
115474,Alumni Baseball Game,2024-07-23
197793,Alumni Reunion,2017-10-14
989921,Alumni Baseball Game,2025-04-26
989921,Alumni Happy Hour Mixer,2025-05-10
274389,Speaker Spotlight,2024-12-12
102260,Alumni Happy Hour Mixer,2016-09-12
